,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
165,Data Scientist,-1,"Job Description
Location: Melbourne | Northern Metropolitan
Job type: Not provided
Organisation: Austin Health
Salary: Salary not specified
Occupation: Administration/Secretarial, Human Resources, IT and Telecommunications, Legal, Occupational Health and Safety
Reference: 42212",3.5,"Austin Health
3.5",Melbourne,5001 to 10000 Employees,1882,Hospital,Healthcare Services & Hospitals,Healthcare,$500 million to $1 billion (USD)
166,"Quantitative Modelling / Data Science Analyst, Credit Risk Models",-1,"At CommBank, we never lose sight of the role we play in other people’s financial wellbeing. Our focus is to help people and businesses move forward, to progress. To make the right financial decisions and achieve their dreams, targets and aspirations.
This role sits within the Financial Risk Modelling team that is responsible for developing models and performing advanced analytics across the Group to provide key risk and business insights. The team develops estimates for Probability of Default, Loss Given Default and Exposure at Default for retail credit portfolios. These estimates are used across all CBA lending business units, including ASB and Bankwest for regulatory capital calculations, provisioning, pricing, and business insights.
Responsibilities
You will contribute to the development, maintenance and enhancement of key credit risk models that are used for calculating credit risk RWA and provisioning. You will also participate in projects to improve the agility and efficiency of model development activities.
Advertising End Date: 26/05/2022",4.1,"Commonwealth Bank
4.1",Sydney,10000+ Employees,1911,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD)
167,"Data Scientist - SQL, ETL, Python",-1,"Reference #:
JF/JB0769

Title:
Data Scientist - SQL, ETL, Python - Fed Govt

Category:
ICT

Location:
ACT

Work Type:
Contract",1.0,"HiTech Personnel
1.0",Canberra,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
168,Research Engineer or Applied Scientist,-1,"About The Position:
We are looking for passionate Research Engineers/Applied Scientists to architect, design, research and develop computer vision algorithms and software systems in the areas of 3D Vision and robot SLAM, targeting at camera-based 3D spatial perception and real-time scene understanding for VR/AR/XR applications.
You will work with a team of world class researchers and engineers to build the next generation of visual perception algorithms and systems to achieve spatial AI in VR/AR/XR products. You will mainly contribute to industry grade algorithms and software development. Working with the team, you will integrate the software components into a fully functional system running real time on a mobile/embedded device. Ideal candidates have a research background in 3D computer vision, or Robot SLAM and/or computer graphics, or neural rendering, video game program, as well as must have strong software engineering and C/C++ programming skills. Experience with camera sensors and real time compute and signal processing hardware (GPU/CUDA/DSP) is a plus. This role could be a standard or a senior role, depending on education and past research and employment experience.",4.2,"Tencent
4.2",Canberra,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD)
169,"Sr. Developer Advocate, AI/ML",-1,"5+ years of hands-on technical experience
2+ years in a customer facing role or a role which involved public speaking
Experience with any of the following: Data Science, Data Engineering, Software Development

Job summary
Do you love getting hands-on with technology and sharing your passion for Artificial Intelligence and Machine Learning with the wider data science and AI/ML enthusiasts community?
Amazon Web Services (AWS) is looking for a Senior Developer Advocate (DA) to join the Global DA Specialists team. In this position, you will join a creative, experienced and energetic organization that is responsible for helping to drive the development and adoption of AWS services. You will join a group that focuses on AI/ML and engages mostly with Data Scientists.

Ideally, you’re someone who comes from a software and/or data science background, but has an unmet need to be on stage and/or build creative assets to guide the broader industry towards a technology you firmly believe in. You have immediate credibility with Data Scientists and Developers. You love to share your passion with others and exhibit good judgment in selecting strategic opportunities to do so.

You don’t just want to be part of an industry movement, you want to be out front leading it.

Key job responsibilities

A day in the life
Developers Advocates represent AWS externally in the technical community, they inspire and guide Builders in their journey by producing technical artifacts (videos, blog posts, code sample, workshops, presentations...). They meet Builders where they are (in-person, virtually, at every steps of their journey).
Developer Advocates represent Builders internally within the Service Teams and act as the voice of the community internally. They identify gaps in our products, services and documentations. They drive feedback gathering from users for product development teams to review and act upon. They have an impact on product roadmaps.

AWS DAs share more details in this video: https://www.linkedin.com/video/live/urn:li:ugcPost:6846224992284356608/

About the team
AWS's Developer Relations (DevRel) thrives to make AWS the best place on Earth for Builders to create and operate applications. In DevRel, Developer Advocate Specialists is a diverse team deployed globally.
DA Specialists work both externally with the technical community to drive adoption of AWS solutions and internally with Service Teams to build better products and features.
The team covers themes like Data (AI/ML, Databases...), Security, Modern App Development, Cloud Infrastructure and Emerging Technologies. They work with other DAs in regions to scale their efforts and engage with Builders all over the world.",3.8,"AWS Australia Pty Ltd
3.8",Australia,1001 to 5000 Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
170,ML Engineer 62759,-1,"Want to do the best work of your life? Make your mark at Europe’s leading entertainment brand. Our people make Sky a truly exciting and inclusive place to work – a place where you can be yourself and let your skills shine.
What you'll do:
Maintain and enhance our machine learning platform across ingestion, annotation, model training, serving, monitoring, and reporting for operating at scale.
Use speech recognition, natural language processing and computer vision techniques to explore large unstructured datasets and train machine learning models for customer products.
Design experiments and develop A/B tests to evaluate machine learning models deployed to customers.
Collaborate with specialists across scrum, product, engineering, data science, machine learning and research to deliver solutions that directly improve customer experiences.",3.9,"Sky
3.9",Osterley,10000+ Employees,1989,Company - Public,Broadcast Media,Media & Communication,$5 to $10 billion (USD)
171,Expression of Interest - Mergers & Acquisitions Data Analytics - Analyst or Senior Analyst,-1,"Date: 14-May-2022

Location:
Sydney, NSW, AU Melbourne, VIC, AU

Department: Financial Advisory

Description:
Do you have a dual background or experience across Commerce, Finance and Data Analytics, Business Intelligence or Information Systems? Then our Mergers & Acquisitions (M&A) Analytics team is the perfect place to take your career to the next level!

What will your typical day look like?

In response to the growing demand for our M&A analytics service offerings, we are looking to hire problem solvers to join our team in Sydney and Melbourne at Analyst and Senior Analyst level, delivering market leading advice and practical solutions that make a material impact to our clients, our people and society.

Our team are always looking for ways to innovate, embedding data, analytics and insight into our diligence processes through our global leading edge data analytics platform, iDeal, which enables us to provide deeper insights into the businesses involved in any transaction and add value beyond the core due diligence advice.

This role is critical with respect to providing analytically focussed Financial Due Diligence and M&A transaction support to our clients. The ideal candidate for this position will be able to bridge the gap between data analytics, financial analysis and the application of commercial acumen. You will play a pivotal role in delivering these specialised capabilities within our M&A teams:

Develop an understanding of the target businesses and their financial and operational drivers

Perform analysis, interpret, and assess business plans

Develop and communicate findings utilising BI tools to highlight and explain key deal issues

Analyse historical trading. quality of earnings, working capital, and cash flow etc.

Clearly and effectively communicate and insights to both clients and other team members

Manage project timelines and client deliverables effectively while collaborating extensively with clients and other Deloitte teams

Liaise with data science and data architecture teams to optimise client data for analysis

Enough about us, let's talk about you.


Completed an undergraduate degree in Finance, Accounting, Mathematics, Statistics, Computer Science or Engineering with outstanding academic credentials

1+ year of experience in a Finance/Commerce role with exposure to Business Insight tools - this is provided as a guide only, please don't let it limit you if you think you have something to add to our team

Working knowledge of financial statement analysis (CPA-CA/CFA an asset)

Ability to ETL data to facilitate analysis, strong knowledge of SSIS, SQL, Tableau, Power BI and other BI tools

Proven analytical skills and systematic problem solving in addition to ability to manage analyse and present findings from large volumes of data

Ability to develop and present new ideas and conceptualise new approaches and solutions

Good communication skills that allow you to present insights and findings back to the clients or other Deloitte teams

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.",4.0,"Deloitte
4.0",Sydney,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
172,Senior Data Scientist - Market & Competitor Intelligence,-1,"Job no: 517112
Work type: Permanent Full Time
Location: Melbourne, Geelong
Division: Business Services
Work within a highly capable and diverse team, executing on Market & Competitor Intelligence projects for the Australian Firm.
Collaborate with sector and technical experts to grow your knowledge and network.
Develop innovative methods and approaches to uplift data science & analytics capability across the business.
KPMG Australia is part of a global network providing extensive services across a wide range of industries and sectors. Our people collaborate, share their expertise and create innovation as we partner with clients to solve complex challenges, empower change, drive disruption and growth. We look for talented people with the potential to make an extraordinary difference for our clients, our firm and our communities.",4.0,"KPMG
4.0",Melbourne,1001 to 5000 Employees,-1,Company - Private,Business Consulting,Management & Consulting,$25 to $50 million (USD)
173,Data Scientist,-1,"Research&Development Poland
Modern businesses — ranging from emerging companies to large enterprises — express interest in application of Data Science. MobiDev covers this direction and invites a talented expert. Our guys are involved in projects connected with: time series (forecasting, classification), recommendation systems, NLP, resource optimization and computer vision. It doesn’t really matter who you are: a gorgeous mathematician, an analyst or a programmer. Yet if you know how to work with large volumes of data, structure, analyze and synthesize it, you can be the one to develop this direction. So if you are ready to face tasks that will unlock your potential, we’ll be glad to invite you to our friendly team and provide you with everything you need to grow professionally and achieve new goals.
Required skills:",4.5,"MobiDev
4.5",Research,201 to 500 Employees,2009,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
174,Data Analytics Engineer,-1,"Job ID: 590181

Job type: Full Time - Permanent

Categories: Engineering (All disciplines)

Who we are

Downer is the leading provider of integrated services in Australia and New Zealand. Through trusted relationships and world leading insight we work closely with our customers to design, build and sustain assets, infrastructure and facilities.

Downer has over 100 years’ experience delivering total rail asset solutions for its passenger and freight customers. We have an extensive national footprint with approximately 20 sites across Australia.
Position summary

Downer Rail and Transit Systems (RTS) is looking for a Data Analytics Engineer to be a key member of the Data & Analytics team which delivers reporting and business algorithms for optimal asset management using business intelligence (BI) and data science. The successful candidate will be a key conduit between the Data & Analytics team and the engineers with the potential to get involved in all aspects of the work the team do. This role will suit someone from a Business Intelligence / Data Analyst background with a keen interest in data science.

Downer has long-term contracts to maintain nearly 200 trains currently that automatically generate diagnostic data in binary form, which gets loaded 24x7. We unpack and use that data: for a range of deep-dive reporting (investigations), monitoring operational performance and increasingly for predictive modelling.

The Data & Analytics team is responsible for finding and implementing new algorithms and data visualisations to exploit this data to support the business imperative to reduce reactive maintenance and increase predictive maintenance which will extend asset life, reduce maintenance costs and avoid abatements.


ad-hoc investigations; data exploration, qualification of approved model candidates.

Collaborate with key stakeholders to develop data visualisations that will be used extensively across our Through-Life Support business

Help the engineers find and design better outputs that would help meet the higher level team objectives

Analyse the pipeline of new demand to generate evidence that can help pre-qualify proposals (to make sure the right items get approved/rejected)


Productionising (build/test/support) other team members BI or Data science outputs

Collaborating with engineers on their data science / BI issues

Developing, testing Jupyter Notebooks (JN)-Python-Cognos artefacts

Improving the technical documentation for our users


Tertiary Qualifications in a relevant discipline

Strong communication skills (listening, explaining complex concepts to various stakeholders)

Experience in Asset Management, ideally for Rolling Stock

Experience with Time-Series data

Experience with JN for Python, SQL

Cognos, PowerBI, OBIEE


The opportunity to work within an energetic, highly skilled team

Work with a Rollingstock industry leader

A workplace focused on Zero Harm; safety is at the core of everything we do

Full-time employment – based in our North Ryde office. Must be flexible to travel to our NSW and VIC sites occasionally when required

Competitive remuneration

How to apply

To apply for this great opportunity please click the button. For more information about this position please contact Astrid Viegas – Talent & Sourcing Business Partner email astrid.viegas@downergroup.com

Please note applications will not be accepted via email, please apply via the link.

Employment with Downer is subject to a Pre-Employment Medical and on-going drug and alcohol screening

Downer does not accept any unsolicited resume referrals from Recruitment Agencies .
How to apply

To apply for this great opportunity please click the button

24 May 2022 AUS Eastern Standard Time",3.6,"Downer Group
3.6",Sydney,10000+ Employees,1933,Company - Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD)
175,Data Scientist,-1,"This position engages and collaborates across the business to help people understand what is possible from data, provides support, and develops and enhances advanced analytical models.

The role generates insights from data sets to identify and seize opportunities and solve business problems. The role supports business outcomes and decision making aligned to our strategic ambition.
The position supports the Team Leader, Data Science to manage delivery across the team - through technical mentorship, QA and support with insights derivation - to ensure a high standard of outputs from all Data Scientists.
The position is critical for supporting Data and Analytics Vision and Roadmap which is a key enabler to be an exceptional service provider. The role supports data-driven decision making across the organisation and enables the enterprise to provide better value services to our customers and the community.",3.6,"Davidson Recruitment
3.6",Melbourne,51 to 200 Employees,1991,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
176,Data Science Analytics Associate Manager,-1,"Data Science Analytics Associate Manager
Provide expertise in data analysis, number-crunching, market research and marketing techniques to educate Human Brand Experience stakeholders about the needs/wants/emotions of humans that will inspire the Target Brand Experience. Work with Brand Strategy and Creative teams to develop brand tracking systems and help to convert data into relevant KPI dashboards. Use existing research methods and develop new approaches with a view on anthropological, ethnographical and sociological insights.
MANAGEMENT LEVEL DESCRIPTORS
Complexity (Degree of difficulty of an assignment or the level of problem-solving assessment and resolution required, as measured by degree of problem-solving, strategic vs. routine focus, and stakeholder interactions (e.g. – Executives, Supervisor, etc.)):

NA",3.9,"Accenture
3.9",Melbourne,10000+ Employees,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD)
177,Analyst/Senior Analyst - Sustainability and Climate Change (Climate Data Scientist) - Perth,-1,"Date: 26-Apr-2022

Location:
Perth, WA, AU

Department: Risk Advisory

Description:
Job Requisition ID: 25953

Flexible work arrangements - work in a way that suits you best.
Rewards platform - your hard work won't go unnoticed at Deloitte.
Training and development - at Deloitte we believe in investing in our best assets, the people! You will have access to world class training and funding towards industry and other professional certifications.

The Sustainability and Climate Change advisory team is growing and requires a number of outstanding, innovative and engaging professionals to join the team – that’s where you come in. The Sustainability and Climate Change team is privileged to be working on one of the most pressing and topical business and societal issue of this century. Through our services, we help our clients understand, engage with and act on their sustainability-related risks and opportunities.

About our Sustainability & Climate Change team

Our highly diverse and multi-disciplinary team combines deep subject matter expertise, strategic thinking, and data and technology to meet the equally diverse and fast-evolving needs of our clients. Our practice’s experience and expertise spans Sustainability (or “ESG”) Strategy, Impact Measurement, Climate Risk and Strategy, Work Health and Safety, Crisis Management and Resilience, Risk Culture, Human Rights and Ethics, across a range of reporting and advisory client engagements.

What will your typical day look like?

We are looking for an Analyst - Climate Data Scientist to support our Sustainability and Climate Change team, specifically coordinating the technical data aspects of Deloitte’s Decarbonisation Solutions product here in Australia and abroad. You will bring a strong balance of technical knowledge, communication and management skills; and have the ability to upskill quickly. This role will require you to be the custodian of the data driving the Decarbonisation Solutions, operate in a client facing role and manage the data team. In your role you will work closely with Deloitte’s Sustainability and Climate Change specialists; and you will work with our clients to help solve one of our most complex issues.

You will be part of a leading practice working with the best clients with the guarantee of no day being the same. Your role will include:

Delivering sustainability engagements as part of a team, working closely with our clients across a diverse range of areas from strategy, reporting, GHG emissions, climate change, scenario analysis, social impact, and social sustainability
Supporting the development of innovative solutions leveraging data and technology and the best of Deloitte’s global IP
Building and maintaining client relationships
Ultimately designing your own career path and making an impact that matters for our clients

Enough about us, let’s talk about you.

You will bring a good understanding of climate, ESG and sustainability issues coupled with a strong passion to make a difference for our clients. You will be a self-starter and team player who thrives on meaningful and challenging opportunities – we want you to build a great career with us


Database and process management, including inputs of data from numerous sources, coding in relational databases (preferably SQL server) and calculations
Be passionate and have an appetite to learn about climate scenarios and models
Ensure work is undertaken in a timely manner


Relational databases (preferably SQL Server)
Visualisation tools (Tableau/Power BI)
Object-oriented programming (Python or R)

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. We value difference and embrace people with diverse backgrounds and thinking styles. Knowing that people work best in different ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.",4.0,"Deloitte
4.0",Perth,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
178,Data Analyst & Modeller - Australian Citizens Only,-1,"Job no: 518015
Work type: Permanent Full Time
Location: Canberra
Division: Management Consulting
KPMG Australia is part of a global network providing extensive services across a wide range of industries and sectors. Our people collaborate, share their expertise and create innovation as we partner with clients to solve complex challenges, empower change, drive disruption and growth. We look for talented people with the potential to make an extraordinary difference for our clients, our firm and our communities.
KPMG Data & Cloud is a team with a passion for helping our clients solve their business challenges. We achieve this through technology-based solutions that unlock insights and value from data and leverage innovative cloud-based solutions. Leveraging the “One KPMG” approach, our team works collaboratively with the wider KPMG service lines to provide our clients with industry-specific, tailored proposals that result in highly differentiated business transformation outcomes.",4.0,"KPMG
4.0",Canberra,1001 to 5000 Employees,-1,Company - Private,Business Consulting,Management & Consulting,$25 to $50 million (USD)
179,Principle Applied Science - Machine Learning,-1,"PhD in Computer Science, Mathematics, Statistics, or a related quantitative field.
10+ years industry experience building successful production software systems.
7+ years of applied research experience.
Experience with one of the following areas: machine learning technologies, Reinforcement Learning, Deep Learning, Computer Vision, Natural Language Processing (NLP) and related applications.
Proven ability to implement, operate, and deliver results via innovation at large scale.
Experience communicating with executives and non-technical leaders.
Strong Computer Science fundamentals in data structures, algorithm design, statistics and system design.
Job summary
The Amazon ML AU team is developing state-of-the-art, large-scale Machine Learning methods and applications involving terabytes of data. The group focuses on Deep Learning problems in Computer Vision and Natural Language Processing, with particular expertise in the intersection between these two fields, to a wide spectrum of areas such as Amazon Retail, Seller Services, and Online Video.

You will be responsible for building a team of scientists and developers who are experienced in taking an idea to reality – from prototype to a customer-facing product, their career development, as well as the road map definition and prioritization for the organization. You will be expected to be heavily entrepreneurial in style and be experienced to develop a business plan as well as dive deep in the scientific and technical details of the technology your team is building. This team also publish our research in the best venues internationally.

As part of this team, you will take on challenging, novel problems every day and collaborate with cross-functional teams. You'll need to be comfortable with a degree of ambiguity that’s higher than most projects and love the idea of solving problems that have never been solved before. You will provide thought leadership to technical and business leaders, and have a demonstrated ability to think strategically about business, product, and technical challenges.",3.8,"Amazon Support Services PtyLtd
3.8",Melbourne,1001 to 5000 Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
180,DigitalBCG | GAMMA Data Scientist,-1,"Who We Are

Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to embrace a transformational approach aimed at benefiting all stakeholders—empowering organizations to grow, build sustainable competitive advantage, and drive positive societal impact.

Our diverse, global teams bring deep industry and functional expertise and a range of perspectives that question the status quo and spark change. BCG delivers solutions through leading-edge management consulting, technology and design, and corporate and digital ventures. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, fueled by the goal of helping our clients thrive and enabling them to make the world a better place.",4.4,"Boston Consulting Group
4.4",Melbourne,10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
181,"Consultant, Remediation Analytics",-1,"Work type: Permanent Full time
Pay Level: Group 3
Reports to: Mohita Solanki
View Role purpose statement
Opportunity for Consultant Remediation Analyst
Showcase your expertise in Remediation Analytics capability and working across cross-functional Remediation squads/teams to support timely resolution of events across the Enterprise
We are committed to working flexibly
About the role:",3.8,"NAB - National Australia Bank
3.8",Melbourne,10000+ Employees,-1,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
182,Machine Learning opportunities | multiple positions,-1,"CSIRO's Data61 is hiring
In 2021 Data61 embarked upon an ambitious hiring campaign. At its core, we recognised a unique opportunity to grow our capacity for innovation by increasing our diversity and attracting world-class talent, great minds, skills, opinions, and experiences. This has been hugely successful to date. In 2022, we are entering the 3rd stage of our campaign and seeking to attract more amazing, brilliant, and diverse professionals to our ranks.
We have a range of exciting opportunities available for Research Scientists and Engineers, People Leaders, and individuals who are passionate about science and engineering in the digital and data sciences. We also have a range of opportunities available to graduates; to be considered for our graduate program you will have completed at least an undergraduate degree with first-class Honours (H1 or HD) not less than three years ago.",3.6,"CSIRO
3.6",Canberra,5001 to 10000 Employees,1926,Government,National Services & Agencies,Government & Public Administration,$500 million to $1 billion (USD)
183,Data Quality Scientist,"$112,729 /yr (est.)","SYNOPSIS:
Data Quality Scientist


Applications Close Tuesday 25th May 2022 11:59PM AEST
Ongoing
Contact name: Simon Oliver
Phone: (02) 6249 9770",4.3,"Geoscience Australia
4.3",Canberra,501 to 1000 Employees,2001,Government,National Services & Agencies,Government & Public Administration,$100 to $500 million (USD)
184,Forensic Analytics - 2023 Graduate Program (Canberra),-1,"Date: 12-May-2022

Location:
Canberra, ACT, AU

Department: Financial Advisory

Description:
Job Requisition ID: 23030

Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!
Receive unparalleled professional development through our year-round graduate learning academy
Roll up your sleeves for worthwhile causes on our annual volunteer day, Impact Day, or by working on pro-bono projects.

Are you excited to be a part of the team dealing with real and ever-present threats such as fraud, corruption and money laundering?

What will you get to do?
No two days are the same in the Forensic Analytics Graduate program. We provide consultancy and support to clients on a wide range of financial crime and regulatory issues that include money laundering, financial crime and fraud. We look for needles in the massive haystacks of data and information that can signal trouble in the making. Pretty cool, right?

Your future starts with us.
As part of the Forensic family, we're a fast-growing team of trusted advisors who help clients manage their growing regulatory and customer demands for fraud mitigation. In this diverse team, you’ll be involved in:

Data visualisation, statistical and quantitative analysis, explanatory and predictive modelling information to facilitate an informed decision-making process for clients
Continuous monitoring of client’s transactions and activities
Identification of new opportunities for clients through better utilisation of data

Enough about us, let’s talk about you.
You are an inquisitive student with a knack for solving complex problems. You may also have:

A passion for data analysis and presenting data for visual impact
Completed or may be completing a degree in Statistics, Mathematics, Data Science, Actuarial Science, Physics, IT, Engineering, Computer Science, Commerce or equivalent field(s)
Is quick to learn, naturally inquisitive and always up for a challenge
Is excited an open to learning new ways of working
Australian Citizenship (required)

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.
We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.
We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Canberra,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
185,Data Scientist,-1,"An exciting opportunity has arisen for a Data Scientist to join Findex’s dynamic Performance Consulting team.
An exciting opportunity has arisen for a Data Scientist to join Findex’s dynamic Performance Consulting team.
The Opportunity Ahead:
Reporting into the Partner for Data Science, you will work with data science team to develop cloud-based applications and provide data science consulting to our clients.
The ideal candidate has strong technical skills and deep industry experience who can demonstrate the ability to transform and integrate data to build predictive models or provide insights, for enabling better decision making, operational improvements and increased revenue.",3.3,"Findex
3.3",Australia,1001 to 5000 Employees,-1,Company - Private,Investment & Asset Management,Finance,Unknown / Non-Applicable
186,Earth Observation Data Scientist,"$94,842 /yr (est.)","SYNOPSIS:
Earth Observation Data Scientist

Applications Close Sunday 30th of May 2022 11:59PM AEST
Ongoing
Contact name: Imam Alam
Phone: (02) 6249 9802
Email: Imam.Alam@ga.gov.au",4.3,"Geoscience Australia
4.3",Canberra,501 to 1000 Employees,2001,Government,National Services & Agencies,Government & Public Administration,$100 to $500 million (USD)
187,Data & Analytics RA3D - Expression of interest,-1,"Job no: 517810
Work type: Permanent Full Time
Location: Melbourne, Perth, Brisbane, Darwin, Canberra, Parramatta, Sydney, Wollongong, Penrith, Rhodes, Newcastle/Hunter
Division: Audit, Assurance & Risk Consulting
KPMG Australia is part of a global network providing extensive services across a wide range of industries and sectors. Our people collaborate, share their expertise and create innovation as we partner with clients to solve complex challenges, empower change, drive disruption and growth. We look for talented people with the potential to make an extraordinary difference for our clients, our firm, and our communities.
Our national Risk Assurance Data and Digital Deployment (RA3D) team are seeking some excellent people to join our rapidly growing team. We are an inclusive and dynamic team committed to driving innovation, delivering client outcomes, and making an impact. The strength of our team lies in the diversity of the background and skillset of each member, fostered in a collaborative environment.",4.0,"KPMG
4.0",Sydney,1001 to 5000 Employees,-1,Company - Private,Business Consulting,Management & Consulting,$25 to $50 million (USD)
188,"Risk Advisory - Digital, Technology & Analytics - 2023 Graduate Program (Canberra)",-1,"Date: 12-May-2022

Location:
Canberra, ACT, AU

Department: Risk Advisory

Description:
Job Requisition ID: 25025

Start your career with Australia’s most impactful risk advisory team and be empowered and trusted to build your skills on real client work and purpose led transformation projects at some of Australia’s most significant organisations
Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!
Join an organisation recognised for its commitment to diversity and wellbeing in the workplace, and where making an impact that matters is our goal

What you could get to do?
Our clients want to understand and model uncertainty, they want to learn from data, and they want to optimise and automate business decisions. You will be:

Getting directly involved in the development and delivery of solutions for real client problems
Developing and honing your analytical and programming skills, while understanding the technology that supports our solutions
Enhancing your client facing skills through preparing and communicating project deliverables and their tangible impacts for the client
Building your understanding of our clients’ industries and the different challenges that exist in a fast moving regulatory and competitive environment.
Help organisations bridge the gap between risk and opportunity, safely and sustainably
Design and develop cloud solutions to solve customer problems
You will be part of a passionate and supportive team with opportunities to work across a diverse range of industries and the ability to collaborate with a variety of teams across Deloitte.

Your future starts with us.
There are 2 streams to follow within Risk Advisory – Digital, Technology & Analytics:

1. Data & Analytics - We support clients from development of their data strategy and governance framework through to implementation of operational analytics solutions leveraging robotic process automation and machine learning. You will get involved with:

Sourcing and preparing data for analysis
Diving deep into the data to develop meaningful insights for the client using software like Excel, SQL and advanced statistical modelling software such as SAS, SPSS and R.
Focusing on regulatory compliance, reducing operational risk, data lifecycle management, and controls transformation within a wide range of industries
Combining practitioners with advanced analytic skills and deep industrial relations expertise to support clients to navigate the complex workplace regulatory landscape and identify innovative opportunities to achieve great outcomes.

2. Digital & Technology Risk - In an environment where rapidly changing regulations, societal expectations and digital disruption are transforming industries, we help organisations bridge the gap between risk and opportunity, safely and sustainably.

Help clients understand and manage risks as they leverage digital and emerging technologies
Help clients navigate uncertainty and position them to embrace risk and technology with confidence.
Work with clients to assess digital and technology risks and to improve their technology control environments as part of large-scale transformations, informing management reviews and providing specific independent technology audits.
De-risking the cloud modernisation and transformation programs by advising and guiding the customers.

Enough about us, let’s talk about you.
At Deloitte we recognise not only the skills you’ll bring to the table but your potential to grow and develop. That’s why our program provides great mentorship, support and professional development. You will bring:

Background in a STEM field; Information Technology, mathematics/statistics, AI, data science, engineering, machine learning, computer science, programming, robotics or a combination of these degrees
Curiosity, and a desire to learn and share new ideas
High standards and a passion for delivery excellence
An excellent problem solver, communicator and relationship builder, commercial, articulate and able to make the complex simple
Ability to work collaboratively as part of a larger delivery team
Australian permanent residency or Australian/New Zealand Citizenship

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Canberra,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
