,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
804,Data Analyst,-1,"Immediate Start
Great company values and culture
Able to work remotely
This is an excellent opportunity for a Data Analyst to work at Sanitarium Health & Wellbeing, a highly respected food manufacturing company based locally on the Central Coast. The opportunity offers an immediate start and will give the successful candidate the chance to design Business Intelligence solutions that will allow data driven business outcomes across a wide range of areas in the business.
Sanitarium Health Food Company is Australian owned and a leader in the food industry with much loved brands and category leaders like Weet-Bix, Up&Go and So Good. Sanitarium's mission is focused on improving health and wellbeing in our community and as an organisation it is recognised as one of Australia's most trusted brands.",4.1,"Sanitarium Health & Wellbeing
4.1",Berkeley Vale,1 to 50 Employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
805,Data Analyst (APS5),-1,"Ongoing APS Level 5 Opportunity
Position available in Sydney or Melbourne
We are looking for a Data Analyst at the APS 5 level in the Calculations Team, within our Compliance Branch.

Successful candidates will work closely with our Fair Work Inspectors, Calculations Officers and IR technical experts, to analyse payroll records and data received from employers as part of investigations to assess compliance with modern awards and agreements.

About the FWO

The Fair Work Ombudsman (FWO) is an independent statutory office established by the Fair Work Act 2009. Our functions outline the responsibilities we have as set by the Fair Work Act 2009 to achieve our purpose:



We are one of the most engaged and high performing agencies in Australia; consistently scoring above average on employee engagement and wellbeing when surveyed against other APS agencies.



We provide a diverse, inclusive and supportive work environment with access to:




For further information about the Fair Work Ombudsman, please visit www.fairwork.gov.au.

For information about our office locations please visit https://www.fairwork.gov.au/contact-us/offices



The Calculations Team supports the FWO’s compliance and litigation activities via the provision of time and wage calculations and self-reported underpayment analyses. The team works closely with other areas of the FWO, including Fair Work Inspectors and the Legal team, to deliver thorough and accurate time and wage assessments as matters track towards an enforcement outcome.



The typical duties of a Data Analyst (APS5) include, however, are not limited to:",3.9,"Fair Work Ombudsman
3.9",Sydney,501 to 1000 Employees,-1,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable
806,Data Analyst - Financial Services - Data & Analytics,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors. You will shape, change, and deliver a data management roadmap to improve and enhance the value and re-usability of data, through modern and evolving data management practices and frameworks.",3.8,"EY
3.8",Melbourne,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable
807,APS 5 - MH-60R Readiness Analyst,"$79,335 /yr (est.)","$76,611- $82,059 (plus Super)
Nowra - NSW
The Role
As the MH-60R Readiness Analyst, you will work within a small Product Support Unit (PSU) team of specialists providing Logistics Data management, governance and assurance oversight of a key Logistics Data Acquisition and Support Systems for the MH-60R (Helicopter) Platform. Some of the key duties of this role are:
Maintain an interface with external stakeholders, Naval Air Systems Command (NAVAIR) Aircraft Data Analysis & Readiness Elements.
Performance periodic data transfers;
Participate in MH-60R Data Analysis and Readiness conferences;

The MH-60R PSU is part of the Navy Aviation System Program Office (NASPO) and this small team efficiently, and effectively manages the support for the MH-60R capability for the Royal Australian Navy. This is a highly skilled and diverse team dedicated to continuous improvement and the provision subject matter expertise. As a small team, we rely on each other’s teamwork, knowledge and strengths to achieve the end result.


The MH-60R PSU at NASPO is looking for a high performing, experienced Readiness Analyst to be a part of a small but dynamic team working within an interesting and rewarding environment. To be successful in this role you will:",3.8,"Australian Government Department of Defence
3.8",Nowra,10000+ Employees,-1,Government,National Services & Agencies,Government & Public Administration,$10+ billion (USD)
808,Data Quality Analyst,"$109,421 /yr (est.)","Employment Type: 7 x Temporary Full Time (up to 31 Dec 2022)
Position Classification: Health Manager Level 2
Remuneration: $100,107.00 - $118,735.00, plus Superannuation
Location: 1 Reserve Road, St Leonards
Hours Per Week: 38
Requisition ID: REQ313564
Closing Date: 29 May 2022 (11:59PM)


Where you'll be working
Health Protection NSW is responsible for disease surveillance and public health response in NSW, including monitoring the incidence of notifiable infectious diseases and taking appropriate action to control the spread of diseases. It also provides public health advice and response to environmental issues affecting human health. This position will initially be working within the COVID-19 Influenza Branch in Health Protection NSW.
For more information go to www.health.nsw.gov.au",3.8,"Health System Support Group
3.8",St Leonards,1001 to 5000 Employees,-1,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable
809,"Analyst, Originations and Structuring",-1,"About the Role
The Securitisation team within the Fixed Income & Currencies Division offers institutional issuers and investors access to securitisation products through the provision of mezzanine debt, structured warehouse facilities, corporate loans, bond structures, often working in conjunction with other divisions within Commodities and Global Markets group. As a result of growth in the business, we are seeking an Analyst to assist senior team members with the origination and execution of transactions together with the associated middle office functions. Your key responsibilities will include:
Preparing pitch documents for prospective opportunities
Cash flow modelling of asset pools
Preparing documentation and periodic reports for clients and counterparties including credit papers, transaction term sheets, rating agency reports and warehouse reporting",4.1,"Macquarie Group Limited
4.1",Sydney,10000+ Employees,1969,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD)
810,Data Analyst / Administrator,$31.50 /hr (est.),"3 Month Contract available| $30-$33 per hour + Super |Full-Time Office Hours based in South Melbourne

Your new company
An excellent opportunity has become available for a Data Analyst / Administrator to join this manufacturing organisation in their South Melbourne office.

Your new role
Daily financial reporting (Excel = VLookups / Pivot Tables)
Organising customer presentations on PowerPoint
General Administration






If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV to samantha.leeson@hays.com.au

If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career

#2640289",3.7,"HAYS
3.7",Melbourne,5001 to 10000 Employees,1968,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $2 billion (USD)
811,Insights Analyst - Data Analytics,-1,"You will be partnering with a range of stakeholders within Macquarie, as you own and deliver exciting analytical projects across both Financial Crime and Fraud.
You will work in a fast-paced, agile environment full of complex challenges, whilst using technology to drive business and operational decisions.
In this role, you will be:
owning and delivering analytics projects and automated data solutions across both Financial Crime and Fraud.
develop insightful metrics and create dashboards to visualize fraud data and trends.
create appropriate documentation that allows stakeholders to understand the analysis.",4.1,"Macquarie Group
4.1",Sydney,10000+ Employees,1969,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD)
812,"Data Analyst, APS 6","$88,046 /yr (est.)","Classification: APS Level 6
Salary: $81,950 - $94,141
Location: Canberra, Melbourne or Sydney
About ACLEI

The Australian Commission for Law Enforcement Integrity (ACLEI) is an independent agency within the Attorney-General’s Portfolio, established to support the Integrity Commissioner in carrying out his or her responsibilities for detecting, investigating and preventing corrupt conduct in Australian Government agencies with law enforcement functions. The Integrity Commissioner has extensive powers, including the ability to hold coercive hearings, and ACLEI investigative staff are able to use a range of law enforcement powers to assist in the Integrity Commissioner’s investigations.

At ACLEI, we seek the very best. Attracting and supporting clever, innovative and committed people is essential to ensure ACLEI is well placed to undertake its critical work. We work in a complex and dynamic setting where exceptional judgement and an ability to achieve results are critical.

ACLEI is currently undergoing a process of organisational transformation to ensure we remain fit for purpose in an increasingly complex operating environment. In support of our transformation strategy, we are looking for outstanding individuals with the ability to lead, manage, cooperate and perform successfully across a wide range of corporate and operational functions.

A key focus of ACLEI’s leadership culture is our understanding of, and commitment to, creating a diverse and inclusive environment to bring out the best in our people. You will find ACLEI to be a supportive and inclusive workplace.



Reporting to the Senior Data Analyst, the Data Analyst will assist with the production of strategic intelligence insights by ACLEI’s Strategic Intelligence and Data Analysis (SIDA) team. The Data Analyst will also help to design, build and maintain agency data assets that support intelligence and investigations more broadly. The role would suit either an intelligence analyst with an affinity for information technology and data, or a data analyst with experience of, or interest in, intelligence practice.

Working as part of a multi-disciplinary team of strategic intelligence analysts and data analysts, the Data Analyst not only extracts, cleanses, manipulates and analyses corruption-related data, but also recognises the most effective means of presenting that data to a broad and varied client base. The Data Analyst is also responsible for:





Employment with ACLEI is subject to the following conditions:



We encourage applications from the Australian community including Aboriginal and Torres Strait Islander people, people of all ages, people from culturally and linguistically diverse backgrounds, and people with disability.







The key duties of this position and capabilities required are listed in the Information for Applicants below. If after viewing this information you have questions, please contact Stuart Murnain on 0459 928 025.

For assistance with the online application system, please email recruitment@aclei.gov.au",-1,Australian Commission for Law Enforcement Integrity (ACLEI),Melbourne,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
813,Grad Analyst 2023 Expressions of Interest,-1,"Welcome to Aginic, a consultancy where some of the country’s brightest data analysts, engineers, agile coaches, designers, and cloud architects blend their technical skills with a desire to deliver impactful insights that solve business problems

For more information about us visit https://aginic.com/our-people/

We are currently recruiting for Graduate level roles across all our locations to start in early 2023.

About the role:

If the below appeals to you, and you want to join our growing team, we would love to hear from you! Working in a cross-functional squad, as a Data Analyst at Aginic, you'll perform data modelling, analytics and visualisation for a range of clients, including state health departments, tech start-ups, and major retailers. You’ll work with stakeholders to understand what information they need to run their business, and develop dashboards or reports to make data accessible to them in a timely and intuitive way. Your day-to-day work will involve a range of different technologies. On one project, you may perform data modelling and ETL using SQL and SSIS, then develop dashboards for end users using Qlik or Tableau. On another project, you may build predictive models using R; improve scalability and performance through cloud technologies; or automate tasks and data flows using Microsoft Flow, PowerApps and PowerBI.",3.5,"Aginic
3.5",Australia,51 to 200 Employees,2014,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
814,Junior Data Analyst,-1,"Role overview:
Hearts & Science, Australia

Full time, flexible working
Sydney
Our culture
Our agency culture is prized and something we work hard at maintaining. We describe our culture as 'Winning with Heart', where we blend both to achieve a culture where people can flourish, be the best they can be and importantly be true to themselves.

4 key values inform everything we do:
Hearts' focus
At Hearts, we're defining the future of media, using data to sharpen our understanding of consumers and the media's impact on business outcomes. This approach requires rethinking traditional ways of working, questioning everything and using data and technology to empower smarter decisions, to ultimately deliver better business results, not just cost savings.
What are we looking for?
Supporting our Australia and New Zealand teams, we are looking for a Junior Data Analyst in a to help build out our data capabilities and work with our global teams to develop greater insights from our client's data
This role will see you work with some of our key clients in the region as well as be instrumental in our new business pitches moving forward.
Your day to day

*
The people who will flourish at Hearts are fluent in digital, interested in using data to inform and technology platforms to enable. More specifically:

Hearts & Science, Australia
Hearts is a full-service data driven marketing and communications agency, and the third global agency pillar of the Omnicom Media Group. Launched in New York in 2016, after the successful appointment by Proctor & Gamble and AT&T shortly thereafter, Hearts offers a differentiated people, process and technology-driven approach to clients, challenging existing agency models to drive greater ROI and leveraging the OMNI audience platform.
Since launch, Hearts has continued to grow, innovate and deliver, extending its network to 24 markets around the world, including London, Tokyo, Toronto and Dubai.
Hearts is in the business of capturing hearts. The hearts of our people, our clients and our clients' customers. To do this requires the alignment of ambition, teams, innovation, creativity, audiences and media to deliver a disproportionate share of ROI. This means rethinking traditional ways of working, questioning everything and using data and technology to empower smarter decisions, to ultimately deliver better business results, not just cost savings.
For more information, please apply with an up to date version of your resume or email fraser.rix@omnicommediagroup.com with any questions.",3.3,"Hearts & Science
3.3",Sydney,1001 to 5000 Employees,2015,Company - Public,Advertising & Public Relations,Media & Communication,$2 to $5 billion (USD)
815,Data Analyst (APS 4) Assessment Centre,"$71,024","APS Level 4 Data Analyst in Various Divisions in ABS Statistics
Multiple positions in various locations
$66,852 – 75,195 (plus 15.4% superannuation and allowances)



The Australian Bureau of Statistics (ABS) is recruiting several Data Analysts to work in various Divisions in our Statistical Services Group. Positions are located in Canberra, Sydney, Brisbane, Melbourne, Hobart, Adelaide and Perth in our Macroeconomic Statistics, Industry Statistics, & Population Labour and Location Statistics teams. We are also recruiting positions in our Enterprise Services Group within the Data Strategy, Integration and Services team. Ongoing (permanent) full-time and part-time positions will be offered.
















We are looking for people who are keen to widen their skill set, but have most or all the following:




Please read the attached",3.9,"Australian Bureau of Statistics
3.9",Belconnen,1001 to 5000 Employees,1905,Government,Investment & Asset Management,Finance,$100 to $500 million (USD)
816,"Equity, Diversity & Inclusion (EDI) Data Analyst","$91,479 /yr (est.)","Human Resources
Permanent/continuing, full-time appointment
Level: 6/7: $81,741 - $101,216 + 17% superannuation
The Equity, Diversity & Inclusion (EDI) Data Analyst position is responsible for the development, quantitative analysis and interpretation of data associated with the suite of EDI programs and initiatives led by the Human Resources Division, to further develop equity, diversity and inclusion at the University of Wollongong. These programs and initiatives include but are not limited to the Science in Australia Gender Equity (SAGE) Athena SWAN program, Workplace Gender Equality Agency (WGEA) annual reporting, the Australian Workplace Equality Index (AWEI) and the University’s workforce diversity policies and strategies.
The EDI Data Analyst works closely with the Workforce Diversity Advisor, the EDI Workforce Officer, the Aboriginal Employment Strategy Advisor and the broader HR Division to support initiatives that promote diversity and inclusion within the University, informed by robust research and data analysis. This position is also responsible for the preparation and analysis of accurate and relevant data for internal/external EDI compliance and legislative reporting requirements.
Applicants will be prompted to respond to selection criteria within the online application. For further information about the role please contact Natalie Asquith on (02) 4298 1399.",3.9,"University of Wollongong
3.9",Wollongong,5001 to 10000 Employees,1975,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
817,Data Analyst,-1,"About : Different

We’re rebuilding property management.

We want to make it amazing for owners and tenants through a perfect balance of great people and industry-leading technology.

: Different is a venture-backed, high-growth company, hailed as a disruptor by major media and making waves in the 4 billion dollar property management sector. Our founders have come from Google and Uber in Silicon Valley, building out a team of the best and brightest in their fields.

Our mission is to take care of homes and the people in them. We’re starting with rebuilding property management by taking care of investment property homes for Australian owners and tenants.

We are in a massive growth & scale period and this is the perfect time to join a fun & supportive team environment and grow your career with us.


Ideally you would need to have some runs on the board for providing value in the technical space, whether it be via delivering improvements, supporting technical requirements, or managing projects. You will thrive in a fast paced environment and enjoy playing a key role in a changing & growing business.

You enjoy extracting data and sharing valuable insights with others
Experience with Google Suite including Sheets
Proficient in at least one of R, Python, SQL. Knowledge in SQL preferred.
Strong analyst skills and the ability to engage with multiple stakeholders, work independently across various engagements and manage competing priorities
Ability to comprehend business needs and convert them into analytics requirements
Excellent written and presentation communication skills.


Generating weekly and monthly KPI reports, with a focus on operations utilisation and customer satisfaction
Work collaboratively across different functional areas to identify, collect and consolidate existing data and missing data
Playing a key role in supporting the business on a day-to-day basis with the ability to manage multiple priorities in a changing and growing business

Different?

Long-term career opportunities - as an early employee, there’s lots of opportunity to grow professionally
Great salary PLUS super PLUS bonus PLUS equity on offer!
Flexible working hours from our beautiful waterfront Sydney offices
Mentorship from our Strategic Operations Manager (and our other amazing leaders!), and the opportunity to learn new skills in a safe and supportive environment
Work from home 2 days a week
Challenge - in a high growth phase, this won't be easy, but we can guarantee it will be rewarding

: Different is an Equal Employment Opportunity employer that values the strength diversity brings to the workplace. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills, and creating an inclusive environment for all employees. The more inclusive we are, the better our work will be.",-1,:Different,Sydney,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
818,Airpower Teaming System (ATS) - Finance Cost Analyst (P3),-1,"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Location:
RAAF Base Williamtown
Category:
Finance
Position Type:
Permanent
Job Reference:",3.8,"BOEING
3.8",Williamtown,10000+ Employees,1916,Company - Public,Aerospace & Defence,Aerospace & Defence,$10+ billion (USD)
819,Lead Data Analyst - Creators Monetisation & Insights,-1,"Canva’s Commitment and Mission
At Canva, we celebrate diversity. We deeply believe that bringing together diversity of thoughts, perspectives and expression is key to building the best product, team and company. We look for many different skills and abilities, as well as how you can enhance Canva and our culture. So, even if you don’t think you quite meet all of the skills listed or tick all the boxes, we’d still love to hear from you!
Our mission at Canva is to empower the world to design and since launching in 2013, we have grown exponentially, amassing over 75 million monthly active users across 190 different countries and a team of over 2,800 people… and the best bit is that we’ve only achieved 1% of what we know we’re capable of.
Join us and design your future.",4.6,"Canva
4.6",Sydney,1001 to 5000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
820,Expressions of Interest - Data Engineer | Data & Analytics,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.

As a Data Engineer, you will support our clients in defining and implementing a data journey aligned with their strategic objectives. Some of your responsibilities will include:",3.8,"EY
3.8",Sydney,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable
821,"Policy, Program, and Project Officers, APS Level 3 and APS Level 4, Analysis and Insights and Manufacturing Divisions",-1,"Job no: 510397
Employment type: Ongoing
Location: Canberra
Categories: Policy, Programme Management, APS Level 3, APS Level 4, Project Management
About the team
The Data Policy Branch resides within the Department’s Analysis and Insights Division. The Branch works in collaboration with our colleagues across the department on a range of data issues. Our Data Capability and Reporting team provides data governance and data management advice. Delivering data projects and providing analytical and reporting services to the wider department.
The Manufacturing Division focuses on transforming Australian manufacturing, helping it to scale up, become more competitive and resilient – creating jobs and supporting our economic recovery. The Strategy and Analysis branch is responsible for aligning the department’s Industry, Science and Technology support to the Modern Manufacturing Strategy (MMS) and National Manufacturing Priorities. The Strategy Implementation Branch is responsible for the delivery of the initial MMS investment (through the Modern Manufacturing Initiative) and continues to deliver support to business, engage with stakeholders and negotiate contracts.",3.9,"Department of Industry, Science, Energy & Resources
3.9",Canberra,1001 to 5000 Employees,-1,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable
822,Risk Advisory - Data & Analytics - 2022/23 Graduate Program (Adelaide),-1,"Date: 29-Apr-2022

Location:
Adelaide - Waymouth, SA, AU

Department: Risk Advisory

Description:
Job Requisition ID: 27675

Start your career with Australia’s most impactful risk advisory team and be empowered and trusted to build your skills on real client work and purpose led transformation projects at some of Australia’s most significant organisations
Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!
Join an organisation recognised for its commitment to diversity and wellbeing in the workplace, and where making an impact that matters is our goal

You love working with numbers and large data sets (the more unstructured – the better!). In Data and Analytics (Adelaide), we help clients navigate risks and capture opportunities with insights from their data.

What will you get to do?
With a focus in the Adelaide market and working with leaders across the Deloitte network as part of the new centre for innovation and technology. Your passion for all things data and numbers will help deliver solutions to our clients whilst developing meaningful insights with our clients and network of talented specialists.
On a typical project, you’ll start off by sourcing and preparing data for analysis. Then, you’ll dive deep into the data using software like Excel, SQL and statistical modelling and visualisation software such as SAS, SPSS, R, Tableau and Power BI. Don’t fret, you'll have 100% support from the team as you pick up these new skills! Once you’ve discovered hidden data insights, you’ll get to develop tailored recommendations and solutions for the client. Pretty cool, right?
Working with our team you will apply Deloitte best practice data tools and techniques for use cases such as Risk Analytics, Financial Services, Cyber Security, Business Analytics, Operational intelligence and IoT.

Your future starts with us.
At Deloitte, diversity in our teams make us unique and supports our aspiration of making an impact that matters to our clients and teams, in this team you will gain exposure to a number of areas: -

Data analytics and insights
Data engineering
Big data, artificial intelligence and machine learning
Data quality and integration
Data management and governance
Enterprise data warehouse design and implementation
Cloud-based modern data platforms
Complex, large-scale data programs

Enough about us, let’s talk about you.
You are an inquisitive student with a knack for solving complex problems. You may also have:

Bachelor degree or higher qualification in Engineering, Mathematics, Statistics, Commerce, IT, Computer Science or equivalent fields
Great attention to detail
Strong interpersonal skills and thrive in collaborative environments
A passion for data analysis and presenting data for visual impact
Not essential but desirable knowledge in SQL, SAS, Python, Power BI, Tableau, or other programming languages

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.
We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.
We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Adelaide,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
823,Data & Analytics - Financial Services,"$90,000 /yr (est.)","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

EY is the only professional services firm with a separate business unit (“FSO”) that is dedicated to the financial services marketplace. Our FSO teams have been at the forefront of every event that has reshaped and redefined the financial services industry. If you have a passion for rallying together to solve the most complex challenges in the financial services industry, come join our dynamic FSO team!",3.8,"EY
3.8",Sydney,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable
824,Data Quality Analyst,"$109,421 /yr (est.)","Employment Type: 7 x Temporary Full Time (up to 31 Dec 2022)
Position Classification: Health Manager Level 2
Remuneration: $100,107.00 - $118,735.00, plus Superannuation
Location: 1 Reserve Road, St Leonards
Hours Per Week: 38
Requisition ID: REQ313564
Closing Date: 29 May 2022 (11:59PM)


Where you'll be working
Health Protection NSW is responsible for disease surveillance and public health response in NSW, including monitoring the incidence of notifiable infectious diseases and taking appropriate action to control the spread of diseases. It also provides public health advice and response to environmental issues affecting human health. This position will initially be working within the COVID-19 Influenza Branch in Health Protection NSW.
For more information go to www.health.nsw.gov.au",-1,NSW Government -Health System Support Group,Sydney,-1,-1,-1,-1,-1,-1
825,Data Analyst,-1,"You are passionate about all things data related with a positive attitude
We are a high performing team with a passion for innovation and continuous improvement.
Together we can deliver an exemplary experience for our stakeholders and the Group
See yourself in our team
CommInsure helps protect the lifestyles of more than three million Australians through a wide range of insurance, superannuation and investment services. Our insurance business has been a part of the Australian insurance industry for more than one hundred years. Each year CommInsure pays more than $1 billion in insurance claims.





Advertising End Date: 27/05/2022",4.1,"Commonwealth Bank
4.1",Sydney,10000+ Employees,1911,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD)
826,Data Analyst - IBM Cognos & TM1,-1,"The speed of change is throwing traditional business methods into question and disrupting the relevance of entire industries. Capgemini, a global leader in consulting, digital transformation, technology and engineering services, is at the forefront of innovation and well placed to address opportunities for our clients in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organisations to realise their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. Today, it is a multicultural company with over 270,000 team members in almost 50 countries. With Altran, the Group reported 2020 combined revenues of EUR 15.8 billion. Learn more about us at www.capgemini.com.

Let's talk about the team:
Our Applications Managed Services team help our clients create more value for. their business and improve efficiency through IT Systems. Our services are highly industrialized, underpinned by robust SLAs, based on industry-standard best practices, and delivered by a cost-effective mix of onshore, nearshore, and offshore resources. We're about more than 'keeping the lights on for. less' - we provide a commitment to continuous improvement and value generation.



Let's talk about what's in it for you!
Passionate people are Capgemini's Ace of Spades - join us to discover a career that will challenge, support and inspire you. Working at Capgemini you'll find the rewards are more than just financial. You will work alongside some very smart and inspiring people on exciting projects and you will also enjoy incredible benefits. We offer flexible work practices and 40 hours of self-development every year with a huge selection of learning opportunities to choose from. Capgemini constantly aims for excellence in its operations and the employee experience it provides. In line with our Purpose, Flexible Working aims to improve the overall people experience by providing an optimal work-life balance, more autonomy and freedom in when, where and how we work.
As ""Architects of Positive Futures"", Capgemini actively supports the community in 3 ways:
Diversity and Inclusion - we believe diversity of thought fuels excellence and innovation, which is why we positively encourage applications from suitably qualified candidates regardless of their gender identity, ethnicity, sexual orientation, religion, ability, intersex status or age. To support our commitment to diversity and inclusion, we celebrate or recognise special events and days of significance that are important to our employees such as Diwali, Bastille Day, Pride, IDAHOBIT, IWD and International day of people with Disabilities. Our Employee Resource Groups Women@Capgemini, OutFront, Indigenous, Parents and Carers and Sustainability Community of Practice support the grassroots passion of employees to drive our diversity agenda and effect change.
Digital inclusion - at Capgemini we are using our skills to drive social impact initiatives focusing on helping society address the impact of the digital and automation revolution. We also provide employees with opportunities to give back to the community through charity projects and volunteer days.
Environmental Sustainability - Capgemini joined the CDP's (Carbon Disclosure Project) prestigious ""A list"" for its commitment to the Net-Zero economy. As well as focusing on helping our clients transform towards more sustainable business models, Capgemini recently announced its commitment to becoming a netzero busines by 2030.
Recognised by Ethisphere as one of the World's Most Ethical Companies for the last 9 years in a row, ethics and values are at the heart of Capgemini's corporate culture and business. Embedded in our DNA, our seven values - Honesty, Boldness, Trust, Team Spirit, Freedom, Fun and Modesty - have remained the same since company inception in 1967. To see how we bring these values to life, visit www.capgemini.com/au-en/careers/ and listen to some of our employee's stories.
#GetTheFutureYouWant - Come join us, bring your whole self to work, create new possibilities for you, your customers and your community and help us to be Architects of Positive Futures.

Please note unsolicited resumes from employment agencies or other third parties will not be considered.
#LI-TK1",4.0,"Capgemini Australia
4.0",Canberra,1001 to 5000 Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
827,Data Analyst,$55.20 /hr (est.),"If you’re considering a tree change, Western New South Wales provides one of the best Australia has to offer!

To be considered for interview, candidates must address the Selection Criteria in the Position Description.


Employment Type: Permanent Part Time
Position Classification: Health Manager Level 2
Remuneration: $50.52 - $59.88 ph plus super
Hours per week: 32
Location: Negotiable within Western NSW Local Health District",3.6,"Western NSW Local Health District
3.6",New South Wales,5001 to 10000 Employees,-1,Government,-1,-1,Unknown / Non-Applicable
828,Data Analyst - Epidemiology and Analysis,"$109,421 /yr (est.)","Employment Type: 5 x Temporary Full Time (up to 31 Dec 2022)
Position Classification: Health Manager Level 2
Remuneration: $100,107.00 - $118,735.00, plus Superannuation
Location: 1 Reserve Road, St Leonards
Hours Per Week: 38
Requisition ID: REQ313608
Closing Date: 29 May 2022 (11:59PM)


Where you'll be working
Health Protection NSW is responsible for disease surveillance and public health response in NSW, including monitoring the incidence of notifiable infectious diseases and taking appropriate action to control the spread of diseases. It also provides public health advice and response to environmental issues affecting human health. This position will initially be working within the COVID-19 Influenza Branch in Health Protection NSW.
For more information go to www.health.nsw.gov.au",3.8,"Health System Support Group
3.8",St Leonards,1001 to 5000 Employees,-1,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable
